Country,Year,y_true,y_pred_lr,y_pred_svr,error_lr,error_svr,abs_error_lr,abs_error_svr
"Yemen, Rep.",2015.0,65.873,64.92602336666548,64.36208901833989,0.9469766333345291,1.5109109816601176,0.9469766333345291,1.5109109816601176
Samoa,2006.0,72.021,70.0993313930983,70.42347977814369,1.9216686069017044,1.597520221856314,1.9216686069017044,1.597520221856314
Canada,2007.0,80.5436585365854,79.4732775919104,79.4464866108673,1.0703809446749943,1.0971719257181007,1.0703809446749943,1.0971719257181007
Equatorial Guinea,2004.0,55.036,51.17758665528394,58.64947191393988,3.8584133447160625,-3.6134719139398754,3.8584133447160625,3.6134719139398754
Gabon,2008.0,63.083,63.89594970684239,61.8334718679465,-0.8129497068423888,1.2495281320534986,0.8129497068423888,1.2495281320534986
Niger,2000.0,49.322,36.883771934600226,55.921789955574155,12.438228065399777,-6.599789955574153,12.438228065399777,6.599789955574153
Singapore,2011.0,81.7439024390244,82.15877959913618,81.88828827756845,-0.41487716011178577,-0.1443858385440535,0.41487716011178577,0.1443858385440535
Iceland,2005.0,81.5024390243902,80.60598228985077,81.84218693993328,0.8964567345394272,-0.3397479155430858,0.8964567345394272,0.3397479155430858
Slovenia,2013.0,80.3219512195122,77.09882237338948,77.96457660682474,3.2231288461227194,2.3573746126874653,3.2231288461227194,2.3573746126874653
"Bahamas, The",2002.0,72.232,75.3083079641976,76.7686936069434,-3.0763079641975963,-4.536693606943402,3.0763079641975963,4.536693606943402
Guinea-Bissau,2004.0,52.15,50.25248659156536,51.81030956463216,1.8975134084346408,0.33969043536783516,1.8975134084346408,0.33969043536783516
Tonga,2021.0,70.986,73.43595387544518,73.92915842016457,-2.449953875445175,-2.943158420164565,2.449953875445175,2.943158420164565
"Congo, Rep.",2006.0,58.878,60.564594960502035,60.70979822836609,-1.6865949605020347,-1.8317982283660896,1.6865949605020347,1.8317982283660896
Bosnia and Herzegovina,2008.0,76.838,74.66897947171249,73.207065502337,2.169020528287504,3.6309344976629916,2.169020528287504,3.6309344976629916
Chad,2012.0,50.54,49.96131458568429,52.508062183723204,0.5786854143157072,-1.9680621837232053,0.5786854143157072,1.9680621837232053
St. Lucia,2010.0,72.72,73.93851884996444,73.11628620301943,-1.2185188499644397,-0.39628620301942874,1.2185188499644397,0.39628620301942874
Peru,2003.0,72.217,70.20320783334743,71.53794862406468,2.013792166652564,0.6790513759353161,2.013792166652564,0.6790513759353161
Antigua and Barbuda,2004.0,75.672,73.58211918835833,73.45942619585881,2.089880811641663,2.2125738041411864,2.089880811641663,2.2125738041411864
Poland,2010.0,76.2463414634146,76.26520142853225,75.80449698165647,-0.018859965117655975,0.44184448175812463,0.018859965117655975,0.44184448175812463
Ghana,2020.0,64.114,68.081649324326,66.39232322411031,-3.96764932432599,-2.2783232241103093,3.96764932432599,2.2783232241103093
Guinea,2021.0,58.892,58.85737794066991,58.03212234025489,0.03462205933008988,0.8598776597451163,0.03462205933008988,0.8598776597451163
Luxembourg,2010.0,80.6317073170732,81.8846229133172,81.15877391645583,-1.2529155962440086,-0.5270665993826356,1.2529155962440086,0.5270665993826356
Tunisia,2016.0,75.786,73.4949784162183,74.13330253882482,2.291021583781699,1.6526974611751797,2.291021583781699,1.6526974611751797
Solomon Islands,2006.0,68.09,68.57801373475667,68.55887677144804,-0.4880137347566631,-0.46887677144803774,0.4880137347566631,0.46887677144803774
Sierra Leone,2015.0,57.189,53.190537869053294,58.30905917927639,3.998462130946706,-1.1200591792763888,3.998462130946706,1.1200591792763888
Comoros,2016.0,63.237,65.53605806659472,64.03937515092254,-2.299058066594718,-0.8023751509225363,2.299058066594718,0.8023751509225363
Mongolia,2018.0,71.199,72.66201617579925,72.71308538474987,-1.463016175799254,-1.514085384749876,1.463016175799254,1.514085384749876
"Macao SAR, China",2014.0,83.883,88.32570339048007,81.9059933886346,-4.442703390480077,1.9770066113653968,4.442703390480077,1.9770066113653968
"Congo, Rep.",2010.0,61.683,63.4857663816565,63.47945836789199,-1.8027663816564967,-1.7964583678919936,1.8027663816564967,1.7964583678919936
Slovak Republic,2013.0,76.4121951219512,75.83899269527758,76.73032288742267,0.5732024266736175,-0.31812776547147337,0.5732024266736175,0.31812776547147337
Seychelles,2017.0,74.3,73.22102594130689,74.33348215264698,1.078974058693106,-0.0334821526469824,1.078974058693106,0.0334821526469824
Ecuador,2013.0,76.369,73.06934483977024,74.31720859402164,3.2996551602297615,2.0517914059783635,3.2996551602297615,2.0517914059783635
Morocco,2017.0,73.66,72.53463538581987,72.72922999243379,1.1253646141801283,0.9307700075662098,1.1253646141801283,0.9307700075662098
Serbia,2017.0,75.5390243902439,75.0885072697258,74.18451608572607,0.4505171205181,1.3545083045178217,0.4505171205181,1.3545083045178217
Cote d'Ivoire,2019.0,59.319,62.15864841703518,61.0740619271081,-2.8396484170351783,-1.7550619271080947,2.8396484170351783,1.7550619271080947
France,2011.0,82.1146341463415,79.6388170568898,81.57128558335006,2.475817089451695,0.5433485629914401,2.475817089451695,0.5433485629914401
"Macao SAR, China",2006.0,82.257,82.53828440107077,80.57204603760138,-0.2812844010707636,1.6849539623986232,0.2812844010707636,1.6849539623986232
Aruba,2006.0,74.026,73.93622044348098,75.015230793599,0.08977955651901937,-0.9892307935990061,0.08977955651901937,0.9892307935990061
Angola,2012.0,58.623,56.042419877467815,57.33284357169826,2.580580122532183,1.290156428301735,2.580580122532183,1.290156428301735
Moldova,2009.0,69.573,72.88305041594678,71.84426287206547,-3.3100504159467903,-2.2712628720654777,3.3100504159467903,2.2712628720654777
Timor-Leste,2015.0,67.137,65.94980570540673,64.80268256319805,1.1871942945932688,2.3343174368019532,1.1871942945932688,2.3343174368019532
West Bank and Gaza,2001.0,69.887,68.14382993448874,70.702024340518,1.743170065511265,-0.8150243405179936,1.743170065511265,0.8150243405179936
Turkmenistan,2020.0,68.687,69.72652041367967,70.58391654277257,-1.0395204136796679,-1.8969165427725727,1.0395204136796679,1.8969165427725727
Grenada,2016.0,74.762,73.35399164502036,73.63683187680131,1.4080083549796427,1.1251681231986908,1.4080083549796427,1.1251681231986908
Papua New Guinea,2010.0,63.039,65.45773732330171,64.97614176167447,-2.4187373233017126,-1.937141761674468,2.4187373233017126,1.937141761674468
Zambia,2004.0,49.487,54.63684233231772,54.3529237083715,-5.149842332317718,-4.865923708371497,5.149842332317718,4.865923708371497
Solomon Islands,2019.0,70.382,70.61972014484567,69.62077709262832,-0.2377201448456674,0.761222907371689,0.2377201448456674,0.761222907371689
Switzerland,2011.0,82.6951219512195,83.6690000271197,81.72743216958234,-0.9738780759001884,0.9676897816371621,0.9738780759001884,0.9676897816371621
Guatemala,2011.0,71.177,69.73026643721734,69.03840681376664,1.4467335627826685,2.138593186233365,1.4467335627826685,2.138593186233365
"Venezuela, RB",2003.0,71.94,71.6232577101855,73.37502472054751,0.31674228981449914,-1.435024720547517,0.31674228981449914,1.435024720547517
Malta,2016.0,82.4536585365854,76.70503942012624,80.60706835620225,5.748619116459153,1.8465901803831457,5.748619116459153,1.8465901803831457
Lithuania,2005.0,71.2536585365854,74.53158977791918,72.9316494408617,-3.277931241333775,-1.6779909042762995,3.277931241333775,1.6779909042762995
Montenegro,2009.0,75.1439024390244,75.3775892927911,75.13399673821074,-0.23368685376669873,0.009905700813661156,0.23368685376669873,0.009905700813661156
Central African Republic,2019.0,55.025,55.68591626419172,55.85385079960625,-0.6609162641917194,-0.8288507996062506,0.6609162641917194,0.8288507996062506
Guinea,2014.0,57.886,55.92190218314872,54.861276967221116,1.964097816851286,3.024723032778887,1.964097816851286,3.024723032778887
Iraq,2011.0,67.659,68.65073973582614,68.08238151655237,-0.9917397358261297,-0.423381516552368,0.9917397358261297,0.423381516552368
Bangladesh,2015.0,70.491,70.280659716726,70.57824767541132,0.21034028327399312,-0.08724767541131939,0.21034028327399312,0.08724767541131939
Puerto Rico,2012.0,78.461,70.9868763219309,71.10138891354923,7.474123678069105,7.359611086450769,7.474123678069105,7.359611086450769
India,2012.0,67.887,68.19116434314654,67.6506473659124,-0.30416434314653884,0.236352634087595,0.30416434314653884,0.236352634087595
Barbados,2010.0,75.712,75.29110253489905,76.17131996122446,0.42089746510094983,-0.45931996122445184,0.42089746510094983,0.45931996122445184
Marshall Islands,2019.0,64.746,68.74275263181549,68.10349879901962,-3.9967526318154967,-3.3574987990196234,3.9967526318154967,3.3574987990196234
Austria,2000.0,78.1268292682927,77.77964281624068,78.3471876757526,0.34718645205201426,-0.22035840745989788,0.34718645205201426,0.22035840745989788
Bangladesh,2017.0,71.788,71.17073581791436,71.62414453482536,0.6172641820856342,0.16385546517463467,0.6172641820856342,0.16385546517463467
Lithuania,2021.0,74.3390243902439,77.06038385243335,78.1243603108403,-2.72135946218944,-3.7853359205963955,2.72135946218944,3.7853359205963955
Papua New Guinea,2004.0,61.761,63.26948592981787,63.81064966752557,-1.5084859298178657,-2.049649667525564,1.5084859298178657,2.049649667525564
Kazakhstan,2005.0,65.86,70.49491971677038,69.5866491285683,-4.6349197167703835,-3.7266491285682974,4.6349197167703835,3.7266491285682974
Tonga,2004.0,69.67,71.13354543121073,71.67686644547923,-1.4635454312107328,-2.0068664454792327,1.4635454312107328,2.0068664454792327
Jordan,2007.0,73.373,72.10848955091042,73.63111148583977,1.2645104490895847,-0.2581114858397626,1.2645104490895847,0.2581114858397626
Czechia,2017.0,78.9780487804878,76.39988661954452,77.2336242320045,2.578162160943279,1.7444245484832948,2.578162160943279,1.7444245484832948
Netherlands,2012.0,81.1048780487805,80.44378254443492,79.15328324018724,0.6610955043455817,1.9515948085932706,0.6610955043455817,1.9515948085932706
Ethiopia,2016.0,64.392,65.12415135991561,63.7770499050123,-0.7321513599156191,0.614950094987698,0.7321513599156191,0.614950094987698
Romania,2012.0,74.4121951219512,74.74213424976173,74.29269711346011,-0.32993912781053325,0.11949800849109238,0.32993912781053325,0.11949800849109238
Panama,2007.0,76.154,71.26254693123147,71.00458501265042,4.891453068768527,5.149414987349573,4.891453068768527,5.149414987349573
Jordan,2008.0,73.591,70.65453996560412,70.74816911114772,2.9364600343958784,2.8428308888522764,2.9364600343958784,2.8428308888522764
Belarus,2003.0,68.5536585365854,73.3275674333314,71.18568345284905,-4.7739088967459935,-2.6320249162636458,4.7739088967459935,2.6320249162636458
Andorra,2010.0,73.30712590226155,76.96814789671004,75.87079519785084,-3.6610219944484896,-2.5636692955892926,3.6610219944484896,2.5636692955892926
Seychelles,2008.0,73.1634146341463,73.25464681648414,73.48795882063742,-0.09123218233783348,-0.32454418649111005,0.09123218233783348,0.32454418649111005
Panama,2013.0,77.038,72.70881452588615,72.77823010761264,4.329185474113842,4.259769892387354,4.329185474113842,4.259769892387354
Cayman Islands,2004.0,78.61585452257204,80.02131083114011,79.11899756828682,-1.405456308568077,-0.5031430457147792,1.405456308568077,0.5031430457147792
Equatorial Guinea,2012.0,58.865,57.6683784681215,60.54142140473566,1.196621531878499,-1.676421404735656,1.196621531878499,1.676421404735656
Ghana,2006.0,59.988,61.68300215147708,60.713945104429584,-1.6950021514770839,-0.7259451044295844,1.6950021514770839,0.7259451044295844
Djibouti,2020.0,62.694,65.4737417008721,66.03036733358248,-2.779741700872094,-3.336367333582473,2.779741700872094,3.336367333582473
Saudi Arabia,2019.0,77.304,77.02819208709876,79.01887483210814,0.27580791290124296,-1.714874832108137,0.27580791290124296,1.714874832108137
Syrian Arab Republic,2018.0,70.145,71.88510606106604,69.6368800168583,-1.7401060610660437,0.5081199831416967,1.7401060610660437,0.5081199831416967
Grenada,2015.0,75.013,73.31252506892234,73.51476738056998,1.7004749310776646,1.498232619430027,1.7004749310776646,1.498232619430027
Pakistan,2017.0,66.297,64.22943679962015,62.534804173620905,2.067563200379851,3.7621958263790916,2.067563200379851,3.7621958263790916
Mauritania,2020.0,64.532,67.26264656161767,65.7063410781662,-2.730646561617675,-1.1743410781662078,2.730646561617675,1.1743410781662078
Algeria,2002.0,71.23,69.53247429363638,70.37153591011098,1.6975257063636207,0.8584640898890257,1.6975257063636207,0.8584640898890257
Ukraine,2015.0,71.189512195122,74.34130416922198,73.44088980745036,-3.1517919740999787,-2.251377612328355,3.1517919740999787,2.251377612328355
Bermuda,2014.0,79.518,82.63355031961179,81.18257454563734,-3.115550319611785,-1.6645745456373362,3.115550319611785,1.6645745456373362
Marshall Islands,2018.0,64.5,68.48647210549672,67.54889360464125,-3.9864721054967163,-3.0488936046412505,3.9864721054967163,3.0488936046412505
Ethiopia,2018.0,65.412,66.00601172781862,64.99284296344663,-0.5940117278186108,0.4191570365533721,0.5940117278186108,0.4191570365533721
Gabon,2016.0,65.802,67.43381014100709,65.80355527473492,-1.6318101410070796,-0.0015552747349119045,1.6318101410070796,0.0015552747349119045
Rwanda,2010.0,62.54,64.89426805131603,64.95506987801762,-2.3542680513160334,-2.4150698780176256,2.3542680513160334,2.4150698780176256
Guyana,2020.0,68.486,70.52651093956432,69.04018147419234,-2.0405109395643137,-0.5541814741923332,2.0405109395643137,0.5541814741923332
Paraguay,2001.0,69.9,68.6574181254069,68.93575267928244,1.2425818745930997,0.9642473207175613,1.2425818745930997,0.9642473207175613
Brazil,2014.0,74.306,75.08006392929653,74.18663541660581,-0.7740639292965312,0.11936458339418721,0.7740639292965312,0.11936458339418721
"Hong Kong SAR, China",2006.0,82.3756097560976,77.08011333150625,82.07416820970597,5.295496424591349,0.30144154639162934,5.295496424591349,0.30144154639162934
Dominica,2006.0,72.848,72.38713617074178,71.83268436052963,0.4608638292582157,1.0153156394703728,0.4608638292582157,1.0153156394703728
Germany,2011.0,80.4365853658537,79.65138402850154,78.67794681072442,0.7852013373521629,1.7586385551292807,0.7852013373521629,1.7586385551292807
Cote d'Ivoire,2006.0,52.355,54.13095314684071,52.198191552723884,-1.7759531468407133,0.15680844727611287,1.7759531468407133,0.15680844727611287
Slovak Republic,2014.0,76.8121951219512,75.86530676293548,76.6911205882136,0.9468883590157304,0.12107453373761246,0.9468883590157304,0.12107453373761246
Kenya,2004.0,56.361,60.838631569776055,60.47083531697059,-4.477631569776058,-4.109835316970596,4.477631569776058,4.109835316970596
Kuwait,2021.0,78.673,76.02192659159032,75.82940635051227,2.6510734084096867,2.8435936494877296,2.6510734084096867,2.8435936494877296
Tonga,2012.0,70.442,72.08035262940166,71.92745912758758,-1.6383526294016661,-1.485459127587589,1.6383526294016661,1.485459127587589
Germany,2021.0,80.9009756097561,80.79267240732158,80.35669751000168,0.10830320243452718,0.5442780997544219,0.10830320243452718,0.5442780997544219
St. Vincent and the Grenadines,2009.0,75.083,71.72757548295486,71.05140425306038,3.3554245170451367,4.031595746939615,3.3554245170451367,4.031595746939615
Zambia,2015.0,61.208,62.695769855648926,61.90603000414393,-1.4877698556489278,-0.6980300041439307,1.4877698556489278,0.6980300041439307
Kenya,2018.0,62.676,68.58253847563796,67.46903958412778,-5.906538475637959,-4.793039584127783,5.906538475637959,4.793039584127783
Niger,2006.0,54.596,46.5156142965037,54.4911963017976,8.080385703496297,0.10480369820239588,8.080385703496297,0.10480369820239588
Belize,2021.0,70.47,73.882611019946,75.0175553759258,-3.4126110199459987,-4.547555375925796,3.4126110199459987,4.547555375925796
Guinea-Bissau,2010.0,56.23,56.372054033856536,56.11931065396097,-0.1420540338565388,0.11068934603902392,0.1420540338565388,0.11068934603902392
Estonia,2005.0,72.5682926829268,74.86888214852293,73.95945462695185,-2.3005894655961328,-1.3911619440250576,2.3005894655961328,1.3911619440250576
Kuwait,2005.0,76.903,77.28882426981215,76.82854731199659,-0.38582426981214724,0.07445268800341864,0.38582426981214724,0.07445268800341864
Puerto Rico,2021.0,80.162,71.3681392869386,73.0838922329223,8.793860713061406,7.078107767077711,8.793860713061406,7.078107767077711
Tunisia,2018.0,75.95,73.41583582583789,73.86735444029064,2.5341641741621146,2.0826455597093627,2.5341641741621146,2.0826455597093627
United States,2009.0,78.390243902439,80.0383770646137,77.22549799437608,-1.6481331621747017,1.164745908062912,1.6481331621747017,1.164745908062912
Bolivia,2019.0,67.841,71.32112649011074,71.55823472949899,-3.4801264901107487,-3.7172347294989976,3.4801264901107487,3.7172347294989976
Somalia,2013.0,53.843,50.66232596344451,55.58133604593125,3.1806740365554944,-1.7383360459312485,3.1806740365554944,1.7383360459312485
Luxembourg,2015.0,82.2926829268293,81.33317624669345,81.18043689834967,0.9595066801358456,1.1122460284796318,0.9595066801358456,1.1122460284796318
Lao PDR,2021.0,68.061,68.44813432926887,67.8058164262223,-0.3871343292688607,0.25518357377771395,0.3871343292688607,0.25518357377771395
Viet Nam,2019.0,74.093,72.03601814722367,73.685683780448,2.0569818527763317,0.40731621955200126,2.0569818527763317,0.40731621955200126
Panama,2009.0,76.343,71.93561515558667,72.16136330313607,4.407384844413329,4.181636696863933,4.407384844413329,4.181636696863933
North Macedonia,2008.0,74.4,74.45984233520034,73.64502105480508,-0.059842335200329444,0.7549789451949209,0.059842335200329444,0.7549789451949209
France,2001.0,79.1585365853659,77.40526324497732,78.80733303131491,1.7532733403885743,0.3512035540509828,1.7532733403885743,0.3512035540509828
Burundi,2005.0,53.023,53.82850679722388,57.367117004215544,-0.8055067972238774,-4.344117004215541,0.8055067972238774,4.344117004215541
Tanzania,2013.0,62.96,63.34420301032962,62.77573525206079,-0.384203010329621,0.18426474793920988,0.384203010329621,0.18426474793920988
Algeria,2020.0,74.453,72.42053325261821,72.8968805135914,2.0324667473817897,1.5561194864086048,2.0324667473817897,1.5561194864086048
Burundi,2001.0,48.431,49.76843283242701,55.542079039693036,-1.3374328324270124,-7.111079039693038,1.3374328324270124,7.111079039693038
Guinea,2017.0,59.109,56.955808982113965,55.93564520884267,2.153191017886037,3.1733547911573297,2.153191017886037,3.1733547911573297
Ethiopia,2008.0,57.592,58.0267303249791,58.1491377680221,-0.4347303249790997,-0.5571377680221019,0.4347303249790997,0.5571377680221019
Slovak Republic,2021.0,74.7146341463415,75.79702969797641,76.72144407549084,-1.0823955516349173,-2.006809929149341,1.0823955516349173,2.006809929149341
Hungary,2018.0,76.0658536585366,75.3816275167378,76.02761527101123,0.6842261417988027,0.03823838752536801,0.6842261417988027,0.03823838752536801
Trinidad and Tobago,2004.0,71.076,72.08372715834547,71.50742685598614,-1.0077271583454745,-0.43142685598614605,1.0077271583454745,0.43142685598614605
United States,2005.0,77.4878048780488,79.60488014941103,77.02300047384065,-2.117075271362225,0.4648044042081523,2.117075271362225,0.4648044042081523
Germany,2001.0,78.3292682926829,77.89531701033148,78.48932071355588,0.43395128235141556,-0.16005242087298654,0.43395128235141556,0.16005242087298654
Nepal,2004.0,64.818,64.51644183388936,64.53357135683623,0.3015581661106381,0.28442864316376415,0.3015581661106381,0.28442864316376415
Azerbaijan,2015.0,71.451,72.22794789830199,72.84124730377802,-0.776947898301998,-1.3902473037780254,0.776947898301998,1.3902473037780254
Eswatini,2010.0,46.619,60.880820545929815,55.65554958693764,-14.261820545929815,-9.036549586937639,14.261820545929815,9.036549586937639
Mauritius,2004.0,72.2658536585366,73.29472428834413,73.01799196630547,-1.0288706298075283,-0.7521383077688739,1.0288706298075283,0.7521383077688739
Argentina,2021.0,75.39,75.97128681287066,77.03720330021012,-0.5812868128706583,-1.6472033002101227,0.5812868128706583,1.6472033002101227
St. Lucia,2020.0,73.416,72.66006896856155,72.91182183988697,0.7559310314384504,0.5041781601130282,0.7559310314384504,0.5041781601130282
Germany,2010.0,79.9878048780488,80.03424093786921,80.31878550936764,-0.046436059820408104,-0.3309806313188375,0.046436059820408104,0.3309806313188375
Sierra Leone,2019.0,60.255,57.70930704759219,60.2150932763209,2.545692952407812,0.03990672367910264,2.545692952407812,0.03990672367910264
Bosnia and Herzegovina,2015.0,76.182,75.03476491772756,73.66744874904606,1.147235082272445,2.514551250953943,1.147235082272445,2.514551250953943
Paraguay,2021.0,70.262,72.72519030362366,73.18556793279775,-2.463190303623662,-2.923567932797752,2.463190303623662,2.923567932797752
Senegal,2021.0,67.093,68.2434504568713,67.00183995368194,-1.1504504568712974,0.09116004631806618,1.1504504568712974,0.09116004631806618
Cote d'Ivoire,2014.0,57.208,59.392405590608085,57.38239469793425,-2.184405590608087,-0.17439469793425388,2.184405590608087,0.17439469793425388
Japan,2001.0,81.4163414634146,79.59723431707107,81.57429097877436,1.8191071463435264,-0.15794951535976054,1.8191071463435264,0.15794951535976054
Sweden,2015.0,82.2048780487805,81.43873318754694,81.89137701143135,0.7661448612335562,0.31350103734915535,0.7661448612335562,0.31350103734915535
Turks and Caicos Islands,2018.0,76.443,77.77658254013926,76.95202414125383,-1.3335825401392611,-0.5090241412538319,1.3335825401392611,0.5090241412538319
Guatemala,2021.0,69.237,72.60989383984537,73.26804528174102,-3.372893839845375,-4.031045281741029,3.372893839845375,4.031045281741029
Dominica,2020.0,73.649,70.68935474740636,70.77751310045372,2.9596452525936456,2.8714868995462837,2.9596452525936456,2.8714868995462837
Liechtenstein,2007.0,81.2951219512195,83.401368258296,80.38794254949187,-2.1062463070765034,0.9071794017276318,2.1062463070765034,0.9071794017276318
Honduras,2019.0,72.881,72.26654719786683,73.5203241390273,0.6144528021331723,-0.6393241390272948,0.6144528021331723,0.6393241390272948
Japan,2014.0,83.5878048780488,80.70031496417994,81.77604660687257,2.887489913868862,1.811758271176231,2.887489913868862,1.811758271176231
Fiji,2003.0,66.177,70.40436410099265,69.44934961054496,-4.227364100992645,-3.27234961054495,4.227364100992645,3.27234961054495
Myanmar,2012.0,64.141,67.2436861444555,66.58218252807515,-3.1026861444554896,-2.441182528075146,3.1026861444554896,2.441182528075146
Botswana,2019.0,65.464,70.16634870518416,69.78306583433071,-4.702348705184164,-4.319065834330715,4.702348705184164,4.319065834330715
Sri Lanka,2001.0,70.787,72.60285570123776,71.71233763063775,-1.8158557012377514,-0.9253376306377419,1.8158557012377514,0.9253376306377419
Honduras,2012.0,71.734,70.96883181532459,71.43987957552712,0.765168184675403,0.29412042447287945,0.765168184675403,0.29412042447287945
"Egypt, Arab Rep.",2005.0,68.779,69.22460988462772,69.79695127450461,-0.44560988462772855,-1.017951274504611,0.44560988462772855,1.017951274504611
Central African Republic,2018.0,54.369,55.12545123123185,55.38311256808239,-0.7564512312318499,-1.014112568082389,0.7564512312318499,1.014112568082389
Mozambique,2017.0,59.771,60.43517878874902,61.13947343185049,-0.6641787887490196,-1.3684734318504894,0.6641787887490196,1.3684734318504894
Viet Nam,2012.0,73.704,72.16979337851016,73.17597178141344,1.5342066214898296,0.5280282185865559,1.5342066214898296,0.5280282185865559
Central African Republic,2008.0,48.016,51.321873955678974,55.24982635554581,-3.305873955678976,-7.233826355545808,3.305873955678976,7.233826355545808
Comoros,2008.0,60.475,62.01916503600754,61.57413441749205,-1.5441650360075414,-1.0991344174920457,1.5441650360075414,1.0991344174920457
Greenland,2007.0,69.3229268292683,73.95869224150563,74.52904459801637,-4.635765412237333,-5.206117768748072,4.635765412237333,5.206117768748072
Lebanon,2010.0,78.156,74.54437743036446,75.86064803093353,3.611622569635543,2.2953519690664734,3.611622569635543,2.2953519690664734
Botswana,2001.0,50.676,63.445511312633926,61.40437888771168,-12.769511312633924,-10.728378887711678,12.769511312633924,10.728378887711678
"Yemen, Rep.",2018.0,64.575,65.2800269195897,64.97181574066494,-0.7050269195896988,-0.39681574066493397,0.7050269195896988,0.39681574066493397
Chile,2007.0,77.826,74.75894724679877,75.74473895544584,3.0670527532012244,2.0812610445541537,3.0670527532012244,2.0812610445541537
St. Vincent and the Grenadines,2015.0,74.407,72.44117581936113,71.8282190880837,1.9658241806388617,2.578780911916297,1.9658241806388617,2.578780911916297
Spain,2021.0,83.1780487804878,79.01697537353142,79.82354058679732,4.161073406956376,3.354508193690478,4.161073406956376,3.354508193690478
Lebanon,2007.0,77.08,74.28837477938787,76.16942100531851,2.791625220612133,0.9105789946814866,2.791625220612133,0.9105789946814866
Central African Republic,2013.0,50.902,52.96817781010519,55.498415451050064,-2.066177810105188,-4.596415451050063,2.066177810105188,4.596415451050063
Turkmenistan,2010.0,68.293,68.84229621954674,68.0332143523468,-0.5492962195467328,0.259785647653203,0.5492962195467328,0.259785647653203
